no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
0,8500000,33900000,4,665,8500000,12800000,17900000,4500000,3.988235294117646,8474999.99788125,0.9970588232801469,43700000,True,False,1
3,3300000,12700000,16,608,3600000,6200000,12600000,4500000,3.8484848484848473,793749.9999503907,0.24053030301526984,26900000,True,True,1
3,5800000,12800000,20,335,4400000,3000000,15300000,8000000,2.2068965517241375,639999.999968,0.11034482758068964,30700000,True,False,0
3,4400000,10500000,18,677,100000,2000000,12100000,5000000,2.386363636363636,583333.3333009259,0.1325757575683922,19200000,True,False,1
1,2600000,8500000,2,491,1700000,1800000,5300000,2600000,3.2692307692307683,4249999.997874999,1.6346153837980761,11400000,True,False,1
2,9600000,28100000,20,763,23000000,11800000,27500000,10300000,2.9270833333333326,1404999.99992975,0.14635416665934894,72600000,True,True,1
5,5200000,18100000,8,809,2400000,6900000,14000000,5500000,3.48076923076923,2262499.9997171876,0.43509615379176675,28800000,True,True,1
5,9700000,36400000,16,544,3500000,15000000,31300000,5200000,3.752577319587628,2274999.9998578127,0.23453608245956828,55000000,True,True,0
1,200000,800000,14,624,600000,0,600000,0,3.99999999999998,57142.85713877551,0.28571428569387614,1200000,False,True,1
3,6500000,16800000,10,388,9500000,800000,14900000,7200000,2.5846153846153843,1679999.999832,0.25846153843569225,32400000,False,False,0
4,7200000,23100000,14,644,13300000,3500000,18300000,4200000,3.208333333333333,1649999.9998821428,0.22916666665029758,39300000,False,True,1
0,5200000,18400000,14,600,7300000,9700000,16500000,3600000,3.538461538461538,1314285.7141918368,0.25274725272919935,37100000,True,False,1
2,6500000,14100000,2,709,1000000,12700000,20900000,4000000,2.169230769230769,7049999.996475,1.0846153840730768,38600000,True,False,1
5,2300000,5600000,8,642,2600000,1900000,8600000,2500000,2.434782608695651,699999.9999125,0.3043478260489129,15600000,False,True,1
0,3300000,10400000,4,423,7400000,4700000,11600000,3200000,3.1515151515151505,2599999.99935,0.787878787681818,26900000,True,True,1
0,2000000,5900000,12,900,3800000,2400000,7100000,3000000,2.949999999999999,491666.66662569443,0.2458333333128471,16300000,True,True,1
2,8300000,19500000,4,415,2300000,9400000,21700000,8600000,2.3493975903614457,4874999.99878125,0.587349397443524,42000000,False,True,0
4,3800000,14300000,4,645,1300000,1100000,10900000,4600000,3.763157894736841,3574999.99910625,0.9407894734490129,17900000,False,True,1
0,5700000,15600000,16,742,700000,5800000,11400000,6800000,2.7368421052631575,974999.9999390625,0.17105263156825656,24700000,True,False,1
4,7300000,19800000,8,724,5500000,6000000,29000000,10300000,2.7123287671232874,2474999.999690625,0.33904109584803077,50800000,True,False,1
1,1600000,5400000,12,707,600000,1700000,6200000,800000,3.3749999999999982,449999.9999625,0.28124999997656236,9300000,False,False,1
5,800000,2500000,4,780,500000,900000,1700000,400000,3.124999999999996,624999.99984375,0.7812499998046866,3500000,True,True,1
4,6300000,21900000,10,538,9600000,5400000,19300000,7800000,3.476190476190476,2189999.999781,0.34761904758428563,42100000,True,False,0
2,8800000,17700000,14,706,22900000,4300000,30300000,9200000,2.011363636363636,1264285.7141954082,0.14366883115856907,66700000,False,False,1
0,7300000,14500000,16,811,1000000,12400000,16100000,9600000,1.9863013698630134,906249.9999433594,0.12414383560867935,39100000,False,False,1
2,3800000,9100000,14,849,6300000,2400000,9500000,2500000,2.3947368421052624,649999.9999535715,0.17105263156672929,20700000,False,True,1
3,6200000,16700000,10,880,15800000,8200000,20100000,9100000,2.6935483870967736,1669999.999833,0.2693548386827419,53200000,False,False,1
5,3500000,9500000,4,664,9500000,500000,7800000,5200000,2.7142857142857135,2374999.9994062497,0.6785714284017854,23000000,True,True,1
5,1400000,5000000,2,465,0,2600000,5300000,1500000,3.571428571428569,2499999.99875,1.7857142848214271,9400000,False,True,1
3,3500000,12000000,2,786,600000,6400000,10700000,1700000,3.4285714285714275,5999999.9969999995,1.7142857134285707,19400000,True,True,1
1,600000,2000000,10,326,400000,1000000,2400000,700000,3.3333333333333277,199999.99998,0.3333333332999994,4500000,False,True,0
0,4100000,10800000,16,399,5900000,7600000,12700000,5300000,2.634146341463414,674999.9999578125,0.16463414633117374,31500000,True,False,0
2,5400000,11500000,6,841,6800000,100000,11100000,6600000,2.1296296296296293,1916666.6663472222,0.35493827154578184,24600000,True,True,1
2,2000000,6700000,14,638,4900000,200000,4900000,2300000,3.3499999999999983,478571.4285372449,0.23928571426862233,12300000,True,True,1
4,3500000,8900000,4,478,4000000,3900000,11300000,3800000,2.5428571428571423,2224999.99944375,0.6357142855553569,23000000,False,True,0
0,8300000,30000000,4,600,14600000,12500000,24800000,12000000,3.614457831325301,7499999.998125,0.9036144576054216,63900000,False,True,1
0,6700000,15600000,16,768,300000,1800000,26000000,3800000,2.3283582089552235,974999.9999390625,0.14552238805060633,31900000,False,True,1
0,1900000,6500000,10,523,2400000,1100000,6200000,1100000,3.4210526315789456,649999.999935,0.342105263123684,10800000,True,False,0
2,6500000,20900000,14,327,8200000,100000,22800000,4700000,3.215384615384615,1492857.1427505102,0.22967032965392462,35800000,False,True,0
1,600000,1800000,8,799,1000000,700000,2200000,800000,2.9999999999999947,224999.999971875,0.37499999995312433,4700000,False,True,1
5,7000000,23000000,18,803,18700000,6300000,27800000,4100000,3.285714285714285,1277777.77770679,0.18253968252954142,56900000,False,False,1
2,7700000,15400000,18,524,12900000,5100000,21000000,6600000,1.9999999999999998,855555.5555080246,0.11111111110493825,45600000,False,False,0
1,2600000,6600000,6,506,2300000,1900000,9600000,2100000,2.5384615384615374,1099999.9998166666,0.4230769230064101,15900000,False,False,0
1,9200000,18800000,2,351,22400000,2200000,31500000,13000000,2.043478260869565,9399999.9953,1.021739129923913,69100000,False,False,0
2,1800000,4200000,8,648,1200000,3100000,6200000,1600000,2.333333333333332,524999.9999343749,0.2916666666302081,12100000,False,True,1
1,4900000,18500000,4,612,6100000,5900000,16400000,2900000,3.7755102040816317,4624999.99884375,0.9438775507844386,31300000,True,False,1
1,5700000,12400000,14,396,5400000,7500000,17600000,5600000,2.1754385964912277,885714.2856510204,0.15538847116684565,36100000,False,False,0
3,300000,800000,2,458,500000,0,1100000,200000,2.666666666666658,399999.9998,1.3333333326666623,1800000,True,False,0
3,1700000,3400000,6,488,100000,500000,4500000,1600000,1.999999999999999,566666.6665722223,0.3333333332777776,6700000,False,True,0
4,7000000,18900000,6,475,1300000,6100000,14700000,5200000,2.6999999999999997,3149999.999475,0.44999999992499995,27300000,False,False,0
1,2200000,7000000,18,417,2000000,3900000,6500000,1900000,3.1818181818181803,388888.88886728394,0.17676767675785626,14300000,True,False,0
2,6800000,18700000,8,781,17600000,900000,23700000,5400000,2.7499999999999996,2337499.9997078124,0.3437499999570312,47600000,True,False,1
1,2400000,6200000,12,337,3400000,2100000,9400000,2300000,2.583333333333332,516666.6666236111,0.2152777777598379,17200000,True,True,0
0,600000,1800000,12,511,300000,200000,2200000,400000,2.9999999999999947,149999.9999875,0.24999999997916622,3100000,True,True,0
4,6200000,17300000,6,837,12600000,3700000,24700000,4600000,2.790322580645161,2883333.3328527776,0.46505376336335114,45600000,False,False,1
1,7600000,24600000,12,810,1300000,10500000,30300000,5200000,3.2368421052631575,2049999.9998291666,0.26973684208278503,47300000,True,False,1
2,4800000,10600000,8,588,3700000,5200000,15000000,4500000,2.208333333333333,1324999.999834375,0.2760416666321614,28400000,True,False,1
5,4200000,9200000,12,870,3200000,2400000,12300000,5700000,2.19047619047619,766666.6666027778,0.18253968252447086,23600000,False,False,1
0,7200000,20700000,10,733,15600000,12000000,19200000,9900000,2.8749999999999996,2069999.999793,0.28749999997125,56700000,True,True,1
5,6400000,20300000,16,348,10000000,10900000,20400000,6900000,3.1718749999999996,1268749.999920703,0.19824218748760983,48200000,True,True,0
0,8900000,23000000,12,741,5600000,11200000,27100000,7100000,2.584269662921348,1916666.6665069445,0.21535580522549932,51000000,True,True,1
3,5100000,14500000,12,306,700000,8800000,11600000,2900000,2.8431372549019605,1208333.333232639,0.23692810455541935,24000000,True,False,0
2,6300000,19500000,18,428,15900000,7200000,19900000,6500000,3.095238095238095,1083333.3332731482,0.17195767194811873,49500000,False,True,0
3,6600000,22100000,4,455,3800000,3000000,25100000,7400000,3.348484848484848,5524999.99861875,0.8371212119119317,39300000,False,False,1
1,4800000,14700000,2,356,7100000,8800000,13400000,5500000,3.0624999999999996,7349999.996324999,1.5312499992343747,34800000,True,True,1
0,200000,400000,4,594,500000,0,400000,100000,1.99999999999999,99999.999975,0.49999999987499755,1000000,False,False,1
0,7500000,25800000,18,844,9100000,600000,18600000,6500000,3.4399999999999995,1433333.3332537038,0.1911111111004938,34800000,True,True,1
4,9000000,34700000,4,771,4800000,9500000,34100000,7700000,3.8555555555555547,8674999.99783125,0.9638888886479164,56100000,False,False,1
2,5400000,12500000,4,622,14400000,2900000,11800000,5400000,2.3148148148148144,3124999.99921875,0.5787037035590277,34500000,False,False,1
1,1700000,4500000,20,480,200000,600000,5400000,1900000,2.6470588235294104,224999.99998875,0.13235294116985288,8100000,True,True,0
4,4300000,11500000,20,337,11100000,6000000,17000000,5200000,2.674418604651162,574999.99997125,0.13372093022587206,39300000,False,False,0
1,5200000,11200000,6,698,14100000,7600000,18800000,2700000,2.1538461538461533,1866666.6663555556,0.3589743589145299,43200000,False,False,1
4,4400000,17000000,18,302,1000000,2100000,14000000,5700000,3.863636363636363,944444.4443919753,0.2146464646345398,22800000,True,False,0
1,3900000,7800000,14,349,11200000,500000,11800000,3600000,1.9999999999999996,557142.8571030612,0.14285714284693873,27100000,True,True,0
0,1100000,3300000,10,482,2800000,300000,2900000,1600000,2.9999999999999973,329999.999967,0.2999999999699997,7600000,False,False,0
2,2500000,8200000,10,429,1500000,4100000,5900000,2200000,3.279999999999999,819999.999918,0.32799999996719986,13700000,False,False,0
4,500000,1300000,8,471,500000,300000,1500000,700000,2.5999999999999948,162499.9999796875,0.32499999995937434,3000000,False,False,0
0,9000000,32400000,10,895,16800000,5800000,20700000,9500000,3.599999999999999,3239999.999676,0.3599999999639999,52800000,False,True,1
1,5100000,20300000,18,757,11800000,3400000,13400000,3200000,3.9803921568627443,1127777.7777151235,0.22113289759120064,31800000,True,True,1
2,5200000,13500000,2,777,7000000,5200000,15500000,6100000,2.596153846153846,6749999.996625,1.2980769224278843,33800000,False,False,1
5,4400000,8900000,4,761,8100000,1000000,14200000,3000000,2.0227272727272725,2224999.99944375,0.5056818180553976,26300000,True,True,1
1,1900000,4200000,12,821,5200000,1500000,5000000,2700000,2.2105263157894726,349999.9999708333,0.1842105263004385,14400000,False,False,1
4,9200000,26500000,6,662,1000000,400000,26900000,5300000,2.880434782608695,4416666.665930555,0.48007246368810375,33600000,True,True,1
2,4800000,16500000,10,350,2000000,6500000,11400000,2900000,3.437499999999999,1649999.999835,0.34374999996562494,22800000,True,True,0
4,4900000,10700000,20,321,1200000,400000,11100000,6500000,2.1836734693877546,534999.99997325,0.10918367346392854,19200000,True,False,0
3,4800000,10100000,4,368,9100000,5100000,16500000,3500000,2.104166666666666,2524999.99936875,0.5260416665351562,34200000,False,True,0
4,9300000,24900000,14,455,27600000,4700000,35100000,13900000,2.677419354838709,1778571.4284443879,0.1912442396176761,81300000,False,False,0
5,7500000,24600000,8,744,1600000,3600000,16700000,9300000,3.28,3074999.999615625,0.40999999994874997,31200000,True,True,1
1,5900000,16800000,4,806,11200000,9700000,22800000,7100000,2.8474576271186436,4199999.99895,0.7118644066016948,50800000,False,False,1
0,9400000,27900000,6,456,21400000,18500000,35600000,7800000,2.9680851063829783,4649999.999225,0.49468085098138287,83300000,False,False,0
5,5300000,13400000,8,719,1600000,200000,11400000,5300000,2.5283018867924523,1674999.999790625,0.3160377358095518,18500000,False,False,1
4,3700000,9000000,18,668,7800000,1600000,13400000,3100000,2.432432432432432,499999.9999722222,0.1351351351276276,25900000,False,False,1
0,2500000,5800000,18,494,5100000,4400000,8500000,2300000,2.319999999999999,322222.222204321,0.12888888888172836,20300000,False,True,0
4,2800000,10800000,2,841,700000,2600000,7100000,4100000,3.857142857142856,5399999.9973,1.9285714276071422,14500000,True,False,1
0,5400000,21400000,8,721,8200000,6400000,16700000,7400000,3.9629629629629624,2674999.999665625,0.495370370308449,38700000,False,True,1
5,3100000,9400000,10,414,200000,5300000,8000000,2800000,3.032258064516128,939999.999906,0.3032258064212902,16300000,False,False,0
5,4800000,15500000,10,812,9500000,1500000,17800000,3500000,3.229166666666666,1549999.999845,0.32291666663437496,32300000,True,False,1
1,8800000,17500000,20,832,1800000,3600000,24000000,7400000,1.9886363636363633,874999.99995625,0.09943181817684657,36800000,True,False,1
2,4100000,14900000,12,571,0,5200000,13000000,3400000,3.634146341463414,1241666.6665631945,0.30284552843004736,21600000,False,False,1
5,9700000,37000000,14,459,28700000,17900000,22800000,5600000,3.814432989690721,2642857.1426683674,0.2724594992441615,75000000,True,False,0
2,6400000,24100000,6,592,2500000,6300000,20200000,6000000,3.7656249999999996,4016666.665997222,0.6276041665620659,35000000,False,True,1
5,3400000,13100000,20,527,900000,4500000,8600000,4000000,3.852941176470587,654999.99996725,0.19264705881389702,18000000,False,False,0
4,3500000,10200000,12,333,7600000,6400000,8100000,3400000,2.9142857142857137,849999.9999291666,0.24285714283690468,25500000,True,False,0
3,3200000,10000000,18,532,3300000,100000,9800000,2100000,3.124999999999999,555555.5555246914,0.173611111101466,15300000,True,False,0
2,4900000,13100000,18,754,8200000,3300000,16500000,7200000,2.6734693877551017,727777.7777373457,0.1485260770892542,35200000,False,True,1
0,1300000,4800000,4,835,500000,100000,3300000,800000,3.69230769230769,1199999.9997,0.9230769228461532,4700000,False,True,0
4,2500000,5400000,10,592,3400000,1500000,9900000,2900000,2.1599999999999993,539999.9999459999,0.2159999999783999,17700000,False,False,1
0,7500000,27300000,20,553,11600000,2800000,26200000,6100000,3.6399999999999997,1364999.99993175,0.18199999999089997,46700000,False,False,1
2,700000,2000000,8,806,1900000,1100000,2200000,400000,2.8571428571428528,249999.99996875,0.35714285709821375,5600000,False,False,1
4,8200000,28500000,2,378,6800000,11200000,26400000,11500000,3.4756097560975605,14249999.992874999,1.7378048771798777,55900000,False,True,1
1,6900000,26200000,4,534,14500000,11900000,14900000,9400000,3.797101449275362,6549999.9983625,0.9492753620815216,50700000,True,False,1
1,1500000,5900000,16,400,4200000,2400000,4800000,1500000,3.933333333333331,368749.99997695314,0.2458333333179686,12900000,True,True,0
3,6300000,18300000,18,543,1800000,9400000,17700000,3500000,2.904761904761904,1016666.6666101852,0.16137566136669604,32400000,False,False,0
0,8800000,25600000,10,715,25300000,2500000,34900000,8600000,2.9090909090909083,2559999.999744,0.29090909087999994,71300000,True,True,1
4,8900000,20700000,6,684,1100000,9200000,20400000,6700000,2.325842696629213,3449999.999425,0.38764044937359543,37400000,False,True,1
3,2100000,6100000,8,346,5500000,600000,4500000,2900000,2.9047619047619033,762499.9999046875,0.36309523804985105,13500000,True,True,0
1,9200000,29200000,6,669,9900000,12900000,23400000,11700000,3.1739130434782603,4866666.665855556,0.5289855071582125,57900000,False,True,1
2,3600000,8000000,12,566,10500000,3000000,8900000,2700000,2.2222222222222214,666666.6666111111,0.18518518516975305,25100000,True,False,1
0,8600000,23600000,2,361,25800000,5300000,24700000,7500000,2.7441860465116275,11799999.994099999,1.372093022569767,63300000,True,True,0
5,3000000,8000000,6,333,3200000,400000,8200000,2200000,2.6666666666666656,1333333.333111111,0.44444444437037023,14000000,False,False,0
3,5200000,16300000,8,335,9500000,7000000,13600000,7300000,3.134615384615384,2037499.9997453124,0.39182692302794464,37400000,True,True,0
3,7200000,20400000,10,558,0,13200000,27200000,10600000,2.833333333333333,2039999.999796,0.283333333305,51000000,False,True,1
